PCP_PC,PCP_NC,PCP_NE,PCP_PO,PCP_NP,PCP_AL,PCP_CY,PCP_AR,PCP_HB,PCP_HL,PCP_NT,PCP_HX,PCP_SC,PCP_SS_HE,PCP_SS_ST,PCP_SS_CO,PCP_SA_BU,PCP_SA_EX,PCP_SA_IN,PCP_TN,PCP_SM,PCP_Z1,PCP_Z2,PCP_Z3,PCP_Z4,PCP_Z5,CeTD_HB1,CeTD_HB2,CeTD_HB3,CeTD_VW1,CeTD_VW2,CeTD_VW3,CeTD_PZ1,CeTD_PZ2,CeTD_11_HB,CeTD_11_VW,CeTD_11_PO,CeTD_11_PZ,CeTD_11_CH,CeTD_11_SS,CeTD_11_SA,CeTD_12_HB,CeTD_12_VW,CeTD_12_PZ,CeTD_12_CH,CeTD_12_SS,CeTD_12_SA,CeTD_1-3_HB,CeTD_1-3_VW,CeTD_1-3_PO,CeTD_1-3_PZ,CeTD_22_PZ,CeTD_22_CH,CeTD_22_SA,CeTD_23_VW,CeTD_23_PO,CeTD_23_PZ,CeTD_23_SS,CeTD_23_SA,CeTD_31_HB,CeTD_31_PO,CeTD_31_PZ,CeTD_31_CH,CeTD_31_SS,CeTD_31_SA,CeTD_32_HB,CeTD_32_VW,CeTD_32_PO,CeTD_32_PZ,CeTD_32_CH,CeTD_32_SS,CeTD_32_SA,CeTD_33_HB,CeTD_33_VW,CeTD_33_PZ,CeTD_33_CH,CeTD_33_SS,CeTD_33_SA,CeTD_0_p_HB1,CeTD_25_p_HB1,CeTD_0_p_VW1,CeTD_0_p_PO1,CeTD_25_p_PO1,CeTD_0_p_PZ1,CeTD_0_p_CH1,CeTD_25_p_CH1,CeTD_0_p_SS1,CeTD_25_p_SS1,CeTD_0_p_SA1,CeTD_0_p_HB2,CeTD_0_p_VW2,CeTD_0_p_PO2,CeTD_0_p_PZ2,CeTD_0_p_CH2,CeTD_0_p_SS2,CeTD_25_p_SS2,CeTD_0_p_SA2,CeTD_0_p_HB3,CeTD_25_p_HB3,CeTD_0_p_VW3,CeTD_25_p_VW3,CeTD_0_p_PO3,CeTD_25_p_PO3,CeTD_0_p_PZ3,CeTD_0_p_CH3,CeTD_0_p_SS3,CeTD_0_p_SA3,CeTD_25_p_SA3,RRI_A,RRI_C,RRI_D,RRI_E,RRI_F,RRI_G,RRI_H,RRI_I,RRI_K,RRI_L,RRI_M,RRI_N,RRI_P,RRI_Q,RRI_R,RRI_S,RRI_T,RRI_V,RRI_W,RRI_Y
0.111,0.111,0.778,0.222,0.556,0.333,0.0,0.222,0.778,0.111,0.278,0.167,0.056,0.333,0.556,0.111,0.611,0.167,0.167,0.167,0.5,-0.833,-0.045,-0.221,0.101,-0.171,22.22,27.78,50.0,41.18,23.53,35.29,38.89,27.78,0,1,2,1,1,3,3,2,4,2,3,2,0,2,2,2,1,1,2,2,0,1,0,10,2,0,0,3,2,0,3,5,2,0,2,0,6,3,2,3,0,2,1,0,0,1,0,0,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0
0.067,0.133,0.8,0.2,0.6,0.533,0.0,0.133,0.6,0.067,0.4,0.133,0.0,0.267,0.533,0.2,0.6,0.133,0.2,0.267,0.533,-0.298,-0.992,-0.51,-0.549,-0.062,20.0,46.67,33.33,46.67,33.33,20.0,46.67,33.33,0,2,1,1,3,3,2,1,1,2,2,1,2,1,2,1,0,2,1,1,0,1,0,8,2,0,0,1,2,1,3,3,1,0,2,1,5,3,0,2,1,2,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.67,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0
0.128,0.106,0.766,0.234,0.489,0.447,0.128,0.106,0.426,0.298,0.362,0.106,0.021,0.34,0.277,0.383,0.34,0.447,0.34,0.234,0.574,0.227,-0.528,-0.089,-0.439,0.207,31.91,48.94,19.15,44.68,29.79,25.53,31.91,42.55,6,6,3,5,12,5,4,4,1,5,7,7,5,2,5,4,3,8,5,5,2,4,0,27,4,0,1,6,3,7,5,4,4,5,5,7,2,7,6,5,4,9,2,5,0,3,0,0,2,0,0,3,0,3,0,0,0,0,0,0,0,1,0,0,1,0,4,0,3,0,0,0,0,4,1.0,0.0,1.0,1.67,1.0,1.0,0.0,1.0,1.67,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0
0.093,0.023,0.884,0.256,0.512,0.465,0.0,0.093,0.419,0.209,0.372,0.163,0.047,0.256,0.302,0.442,0.558,0.233,0.209,0.488,0.721,0.615,-1.067,0.161,-0.399,-0.2,23.26,53.49,23.26,53.66,26.83,19.51,51.16,30.23,3,5,2,4,11,7,3,6,1,8,4,7,3,1,5,0,3,4,1,0,1,3,0,33,1,0,0,5,2,4,1,3,9,5,7,6,13,7,4,5,2,6,0,2,0,2,0,0,2,0,0,2,0,2,0,0,0,0,0,0,0,1,0,0,0,0,2,0,3,0,0,0,0,2,1.67,1.0,1.0,0.0,0.0,1.25,0.0,1.67,1.5,1.0,0.0,1.4,0.0,0.0,0.0,1.0,1.0,1.0,1.0,2.0
0.05,0.15,0.8,0.15,0.6,0.55,0.05,0.05,0.5,0.15,0.4,0.1,0.0,0.4,0.25,0.35,0.55,0.3,0.15,0.35,0.65,0.308,-0.895,-0.138,-0.692,0.253,30.0,40.0,30.0,45.0,45.0,10.0,40.0,50.0,1,3,2,1,4,3,4,1,0,4,1,4,4,0,1,0,1,5,0,1,0,1,0,11,3,0,0,2,1,5,4,0,0,2,3,2,5,5,0,2,3,3,0,0,0,1,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,1.67,0.0,1.0,1.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0
0.111,0.222,0.667,0.222,0.444,0.222,0.0,0.222,0.556,0.111,0.389,0.111,0.056,0.556,0.389,0.056,0.5,0.333,0.111,0.167,0.278,-0.235,0.345,-0.29,-0.237,-0.278,38.89,16.67,44.44,17.65,47.06,35.29,16.67,50.0,1,1,5,2,0,1,4,2,1,3,0,2,3,2,1,1,4,4,2,1,0,2,0,5,4,0,0,4,4,1,5,2,0,1,0,0,3,4,1,5,1,0,2,0,0,1,0,0,2,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,2,0,1,0,0,0,0,0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
0.222,0.095,0.683,0.254,0.381,0.349,0.095,0.063,0.444,0.365,0.254,0.063,0.127,0.429,0.254,0.317,0.381,0.333,0.286,0.27,0.54,0.634,-0.148,0.15,0.051,-0.073,33.33,38.1,28.57,37.5,28.57,33.93,23.81,46.03,6,8,6,10,9,5,5,7,6,6,6,6,2,8,6,7,5,13,11,10,1,7,1,33,5,0,0,12,7,7,8,3,5,7,5,8,9,8,7,9,5,5,7,6,0,5,0,0,4,0,0,4,0,4,0,0,0,0,0,0,0,2,0,0,1,0,6,0,4,0,0,0,0,4,1.0,1.0,1.0,1.0,1.0,1.5,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,3.0,1.0,1.0,0.0,1.0
0.058,0.0,0.942,0.232,0.681,0.623,0.0,0.043,0.696,0.087,0.333,0.174,0.029,0.435,0.377,0.188,0.652,0.116,0.217,0.377,0.638,-0.467,-1.604,-0.531,-0.494,0.224,13.04,52.17,34.78,50.72,36.23,13.04,50.72,36.23,2,5,2,2,19,14,5,12,7,11,6,12,11,2,5,2,1,11,2,2,0,4,0,60,0,0,0,13,8,9,13,10,2,4,7,2,28,7,10,5,2,11,0,3,0,2,0,0,6,0,0,6,0,2,0,0,0,0,0,0,0,1,0,0,0,0,7,0,6,0,0,0,0,3,1.4,0.0,0.0,0.0,1.0,1.25,0.0,1.29,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.22,1.0,1.0,1.0
0.1,0.1,0.8,0.35,0.45,0.45,0.05,0.1,0.4,0.15,0.4,0.05,0.0,0.55,0.25,0.2,0.4,0.4,0.2,0.15,0.4,-0.138,-0.377,-0.71,-0.683,0.32,40.0,30.0,30.0,25.0,55.0,20.0,20.0,60.0,3,4,1,2,1,3,3,1,1,2,1,3,4,3,0,4,0,5,3,4,0,2,0,11,2,0,0,5,2,3,4,1,0,2,1,1,4,3,0,1,4,2,2,0,0,2,0,0,1,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,1,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.67,0.0,1.0
0.2,0.067,0.733,0.067,0.667,0.533,0.2,0.133,0.6,0.4,0.2,0.0,0.0,0.467,0.267,0.267,0.467,0.333,0.2,0.133,0.4,-0.431,0.06,-0.546,0.093,0.444,33.33,33.33,33.33,33.33,33.33,33.33,13.33,53.33,2,0,2,0,3,2,3,2,0,1,1,2,0,2,0,3,2,3,3,3,1,1,1,8,0,0,0,3,2,1,3,0,1,1,1,2,2,3,2,2,0,2,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.67,1.0,1.67,0.0,0.0,1.0,0.0,0.0
0.333,0.067,0.6,0.133,0.467,0.467,0.0,0.067,0.533,0.333,0.133,0.067,0.0,0.733,0.267,0.0,0.467,0.2,0.333,0.267,0.4,0.234,-0.453,-0.489,0.483,0.337,20.0,60.0,20.0,33.33,26.67,40.0,33.33,26.67,1,1,0,1,6,2,1,2,0,2,2,2,0,1,2,1,3,0,1,1,0,1,1,10,0,0,0,7,3,0,4,0,0,0,0,0,5,1,1,1,0,0,1,4,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,1,1.5,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
0.267,0.0,0.733,0.0,0.733,0.733,0.0,0.0,0.733,0.267,0.0,0.0,0.0,0.933,0.067,0.0,0.733,0.267,0.0,0.333,0.4,-0.909,-1.145,-1.063,0.054,0.795,26.67,33.33,40.0,33.33,40.0,26.67,33.33,40.0,0,4,0,1,0,4,3,1,1,4,1,1,1,3,4,0,0,1,3,0,0,4,0,6,0,0,0,13,0,0,1,0,0,0,0,0,6,4,0,4,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0.158,0.105,0.737,0.395,0.316,0.237,0.026,0.132,0.474,0.211,0.342,0.132,0.184,0.342,0.474,0.184,0.421,0.316,0.263,0.316,0.5,0.451,-0.542,0.14,-0.353,-0.535,31.58,34.21,34.21,31.25,31.25,37.5,23.68,44.74,4,4,3,6,4,3,2,5,6,2,4,4,3,3,2,4,5,7,4,7,0,5,0,19,3,0,1,4,4,4,6,11,1,3,2,2,9,4,3,3,4,3,4,3,0,3,0,0,3,0,0,2,0,3,0,0,0,0,0,0,0,1,0,0,1,0,3,0,4,0,0,0,0,2,1.0,1.33,0.0,1.5,1.0,1.67,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
0.308,0.0,0.692,0.0,0.692,0.538,0.0,0.154,0.692,0.308,0.0,0.0,0.0,0.769,0.231,0.0,0.692,0.308,0.0,0.231,0.308,-1.076,-0.466,-0.927,0.278,0.492,30.77,23.08,46.15,23.08,30.77,46.15,23.08,30.77,1,1,2,2,0,1,1,2,2,1,2,2,0,1,1,2,3,0,1,2,1,3,0,5,0,0,0,7,2,0,3,0,0,0,0,0,5,3,0,3,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0.391,0.0,0.609,0.0,0.609,0.304,0.0,0.304,0.609,0.391,0.0,0.0,0.0,0.652,0.348,0.0,0.609,0.391,0.0,0.261,0.304,-0.438,0.219,-0.562,0.674,0.271,39.13,26.09,34.78,26.09,4.35,69.57,26.09,4.35,4,0,5,4,0,2,1,6,0,0,6,1,0,0,5,0,10,0,0,0,4,5,0,8,0,0,0,8,7,0,7,0,0,0,0,0,8,5,0,5,0,0,0,0,0,2,0,0,2,0,0,0,0,4,0,0,0,0,0,0,0,2,0,0,0,0,3,0,2,0,0,0,0,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0.316,0.0,0.684,0.0,0.684,0.684,0.0,0.0,0.684,0.316,0.0,0.0,0.0,0.947,0.053,0.0,0.684,0.316,0.0,0.316,0.368,-0.689,-1.001,-1.148,0.154,0.773,31.58,31.58,36.84,31.58,36.84,31.58,31.58,36.84,2,0,4,4,0,2,0,6,0,2,4,6,0,0,0,4,2,0,0,4,2,4,0,8,0,0,0,17,0,0,1,0,0,0,0,0,8,4,0,4,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,4,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.67,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0.333,0.0,0.667,0.0,0.667,0.667,0.0,0.0,0.667,0.333,0.0,0.0,0.0,0.933,0.067,0.0,0.667,0.333,0.0,0.267,0.333,-0.772,-0.931,-1.269,0.163,0.729,33.33,26.67,40.0,26.67,40.0,33.33,26.67,40.0,2,0,3,3,0,1,0,4,1,1,3,4,1,0,0,3,2,1,0,3,2,3,0,6,0,0,0,13,0,0,1,0,0,0,0,0,6,3,0,3,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0.308,0.0,0.692,0.0,0.692,0.692,0.0,0.0,0.692,0.308,0.0,0.0,0.0,0.923,0.077,0.0,0.692,0.308,0.0,0.231,0.308,-1.085,-0.965,-1.319,0.084,0.717,30.77,23.08,46.15,23.08,46.15,30.77,23.08,46.15,1,1,2,2,0,1,1,2,2,1,2,2,2,1,1,2,1,2,1,2,1,3,0,5,0,0,0,11,0,0,1,0,0,0,0,0,5,3,0,3,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0.308,0.0,0.692,0.0,0.692,0.692,0.0,0.0,0.692,0.308,0.0,0.0,0.0,0.923,0.077,0.0,0.692,0.308,0.0,0.231,0.308,-1.085,-0.965,-1.319,0.084,0.717,30.77,23.08,46.15,23.08,46.15,30.77,23.08,46.15,1,0,3,3,0,0,0,3,2,0,3,3,2,0,0,3,1,2,0,3,1,3,0,5,0,0,0,11,0,0,1,0,0,0,0,0,5,3,0,3,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0.308,0.0,0.692,0.0,0.692,0.692,0.0,0.0,0.692,0.308,0.0,0.0,0.0,0.846,0.154,0.0,0.692,0.308,0.0,0.231,0.385,-0.955,-1.068,-1.323,0.074,0.651,30.77,23.08,46.15,23.08,46.15,30.77,23.08,46.15,1,0,3,3,0,0,0,3,2,0,3,3,2,0,0,3,1,2,0,3,1,3,0,5,0,0,0,9,1,0,2,0,0,0,0,0,5,3,0,3,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0.391,0.0,0.609,0.0,0.609,0.609,0.0,0.0,0.609,0.391,0.0,0.0,0.0,0.957,0.043,0.0,0.609,0.391,0.0,0.261,0.304,-0.457,-0.767,-1.338,0.29,0.715,39.13,26.09,34.78,26.09,34.78,39.13,26.09,34.78,4,4,1,0,0,6,5,2,0,6,0,2,0,5,4,1,4,0,5,1,4,5,0,8,0,0,0,21,0,0,1,0,0,0,0,0,8,5,0,5,0,0,0,0,0,2,0,0,2,0,0,2,0,2,0,0,0,0,0,0,0,2,0,0,0,0,5,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.89,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0.391,0.0,0.609,0.0,0.609,0.609,0.0,0.0,0.609,0.391,0.0,0.0,0.0,0.957,0.043,0.0,0.609,0.391,0.0,0.261,0.304,-0.457,-0.767,-1.338,0.29,0.715,39.13,26.09,34.78,26.09,34.78,39.13,26.09,34.78,4,2,3,2,0,4,3,4,0,4,2,4,0,3,2,3,4,0,3,3,4,5,0,8,0,0,0,21,0,0,1,0,0,0,0,0,8,5,0,5,0,0,0,0,0,2,0,0,2,0,0,2,0,2,0,0,0,0,0,0,0,2,0,0,0,0,5,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.89,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0.167,0.25,0.583,0.167,0.361,0.333,0.028,0.028,0.361,0.25,0.417,0.139,0.0,0.472,0.167,0.361,0.333,0.472,0.167,0.194,0.444,0.765,-0.071,-0.335,-0.787,0.329,50.0,22.22,27.78,36.11,44.44,19.44,33.33,47.22,6,6,5,5,0,3,7,2,1,6,2,6,6,4,3,3,1,7,4,3,1,4,1,9,7,0,1,10,1,6,3,1,2,4,3,5,3,8,1,6,5,2,4,0,0,4,0,0,2,0,0,4,0,1,0,0,0,0,0,0,0,1,0,0,2,0,4,0,1,0,0,0,0,1,1.0,0.0,1.0,1.5,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,2.0,1.0,0.0,1.0,1.0,0.0
0.167,0.25,0.583,0.167,0.333,0.306,0.028,0.028,0.333,0.278,0.417,0.139,0.0,0.444,0.167,0.389,0.306,0.5,0.167,0.194,0.472,0.968,0.01,-0.265,-0.799,0.261,52.78,22.22,25.0,36.11,44.44,19.44,33.33,47.22,7,6,5,6,0,2,6,2,1,6,2,6,6,4,3,3,1,7,4,3,1,4,1,9,7,0,1,9,1,6,3,1,2,4,3,6,2,8,1,6,5,2,4,0,0,4,0,0,2,0,0,4,0,1,0,0,0,0,0,0,0,1,0,0,2,0,4,0,1,0,0,0,0,1,1.0,0.0,1.0,1.5,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,2.0,1.0,0.0,1.0,1.0,0.0
0.167,0.222,0.611,0.167,0.361,0.333,0.028,0.028,0.361,0.278,0.389,0.139,0.0,0.444,0.194,0.361,0.333,0.472,0.167,0.194,0.444,0.75,-0.064,-0.366,-0.754,0.247,50.0,22.22,27.78,33.33,47.22,19.44,30.56,50.0,7,6,5,5,0,3,6,2,1,7,2,6,6,4,3,3,1,7,4,3,1,4,1,10,6,0,1,9,1,6,3,1,2,4,4,5,2,8,1,6,5,3,3,0,0,4,0,0,2,0,0,4,0,1,0,0,0,0,0,0,0,1,0,0,2,0,4,0,1,0,0,0,0,1,1.0,0.0,1.0,1.5,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,2.0,1.0,0.0,1.0,1.0,0.0
0.312,0.0,0.688,0.062,0.625,0.5,0.062,0.125,0.438,0.375,0.25,0.0,0.062,0.438,0.25,0.312,0.625,0.25,0.062,0.375,0.5,0.38,-0.647,-0.516,0.52,-0.104,31.25,37.5,31.25,40.0,13.33,46.67,31.25,25.0,2,2,1,2,1,2,1,3,1,1,3,1,0,1,4,0,3,2,1,1,2,3,0,7,0,0,0,3,2,2,2,0,2,2,1,1,5,3,1,3,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1.0,1.0,0.0,0.0,1.0,1.5,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0
0.256,0.077,0.667,0.077,0.59,0.538,0.026,0.051,0.41,0.282,0.359,0.051,0.0,0.513,0.205,0.282,0.564,0.308,0.077,0.308,0.41,0.344,-0.965,-0.855,-0.221,0.227,35.9,35.9,28.21,38.46,30.77,30.77,35.9,33.33,5,3,6,6,5,2,3,6,2,5,4,6,1,5,4,5,3,1,6,5,2,7,1,16,2,1,0,11,4,5,4,1,3,5,2,3,14,7,1,7,2,0,2,0,0,3,0,0,2,0,0,3,0,3,0,0,0,0,0,0,0,2,0,0,0,0,5,0,2,0,0,0,0,0,1.0,0.0,1.0,1.0,2.0,2.0,0.0,1.0,1.29,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0
0.108,0.043,0.849,0.301,0.527,0.505,0.075,0.032,0.548,0.204,0.355,0.14,0.108,0.355,0.312,0.333,0.516,0.226,0.269,0.419,0.688,0.368,-1.153,0.036,-0.354,0.064,21.51,50.54,27.96,55.29,27.06,17.65,43.01,40.86,6,7,6,8,25,14,6,15,5,10,10,11,7,5,9,5,0,13,7,7,0,8,1,68,3,2,0,13,9,10,9,7,13,11,12,8,24,9,15,9,4,14,5,6,0,5,0,0,6,0,0,5,0,3,0,0,0,0,0,0,0,2,0,0,1,0,8,0,7,0,0,0,0,6,2.0,1.25,1.0,1.0,0.0,1.67,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.5,1.0,1.0,1.0,1.29,0.0,1.0
0.118,0.235,0.647,0.235,0.412,0.412,0.059,0.0,0.647,0.176,0.471,0.235,0.0,0.529,0.412,0.059,0.353,0.412,0.294,0.176,0.588,0.589,-1.153,-0.65,-1.016,0.244,35.29,47.06,17.65,47.06,41.18,11.76,41.18,47.06,2,2,1,3,4,1,1,2,0,3,1,3,3,1,1,0,0,4,1,0,0,1,0,7,2,0,2,4,4,0,4,2,1,1,0,0,2,2,2,2,1,1,2,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,1,0,0,0,0,1,1.0,0.0,0.0,2.5,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.5,1.0,0.0,0.0
0.147,0.059,0.794,0.353,0.412,0.353,0.0,0.088,0.588,0.176,0.294,0.147,0.176,0.265,0.529,0.206,0.588,0.088,0.176,0.324,0.618,0.156,-0.826,-0.109,-0.334,-0.556,23.53,26.47,50.0,32.14,39.29,28.57,26.47,50.0,1,1,5,3,2,4,4,6,7,3,4,5,4,2,3,3,2,7,4,5,1,4,0,21,2,0,0,4,5,0,5,8,5,0,4,2,11,5,4,5,1,3,2,1,0,2,0,0,4,0,0,2,0,2,0,0,0,0,0,0,0,1,0,0,0,0,2,0,4,0,0,0,0,1,0.0,1.33,1.0,1.0,1.0,1.67,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.4,1.0,1.0,1.0,0.0,1.0
0.054,0.054,0.892,0.27,0.568,0.459,0.081,0.108,0.676,0.189,0.243,0.081,0.162,0.297,0.378,0.324,0.649,0.243,0.162,0.432,0.73,-0.079,-0.875,0.722,-0.32,-0.123,18.92,37.84,43.24,51.61,29.03,19.35,35.14,48.65,0,2,5,2,6,5,5,6,5,3,4,7,1,1,1,4,1,5,4,5,0,2,0,28,2,0,0,2,4,5,7,4,3,2,5,4,14,7,2,5,2,4,0,2,0,1,0,0,4,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,0,0,0,0,1,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.67,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0
0.098,0.054,0.848,0.304,0.489,0.467,0.065,0.022,0.587,0.217,0.326,0.174,0.087,0.37,0.304,0.326,0.511,0.283,0.239,0.413,0.696,0.376,-0.996,0.14,-0.489,0.175,25.0,45.65,29.35,54.76,32.14,13.1,43.48,44.57,6,7,9,6,23,13,11,12,4,14,5,13,10,3,6,2,3,19,5,4,2,7,0,66,5,1,0,15,9,10,9,5,14,10,13,6,22,14,11,13,3,11,3,8,0,5,0,0,6,0,0,6,0,2,0,0,0,0,0,0,0,2,0,0,1,0,8,0,7,0,0,0,0,5,2.07,1.25,1.0,1.0,1.0,1.4,0.0,1.0,1.33,1.0,0.0,1.0,1.0,1.0,1.67,1.4,1.33,1.0,0.0,0.0
0.067,0.133,0.8,0.333,0.467,0.4,0.067,0.067,0.6,0.133,0.4,0.133,0.133,0.267,0.4,0.333,0.533,0.267,0.267,0.267,0.6,-0.134,-0.607,0.446,-0.311,-0.055,20.0,33.33,46.67,46.15,38.46,15.38,33.33,53.33,0,0,3,0,3,2,3,2,1,1,1,2,1,1,0,2,0,1,1,2,0,0,0,10,2,0,0,2,0,1,2,2,2,0,3,2,2,3,2,3,0,2,0,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0
0.316,0.053,0.632,0.105,0.474,0.421,0.263,0.158,0.474,0.632,0.053,0.0,0.0,0.368,0.263,0.368,0.211,0.421,0.368,0.0,0.421,-0.076,0.971,-0.56,0.502,0.322,42.11,36.84,21.05,31.58,21.05,47.37,5.26,47.37,3,2,2,4,2,1,1,3,0,0,5,2,0,2,3,3,2,2,6,6,1,4,0,7,1,1,0,1,2,3,1,1,3,5,1,1,0,1,3,2,2,1,4,2,0,2,0,0,1,0,0,1,0,2,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.4,0.0,1.4,0.0,0.0,1.0,0.0,1.0
