AAC_A,AAC_C,AAC_D,AAC_E,AAC_F,AAC_G,AAC_H,AAC_I,AAC_K,AAC_L,AAC_M,AAC_N,AAC_P,AAC_Q,AAC_R,AAC_S,AAC_T,AAC_V,AAC_W,AAC_Y
5.0,0.0,0.0,0.0,10.0,5.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,25.0,5.0,0.0,0.0,30.0,0.0
14.81,0.0,0.0,0.0,7.41,18.52,0.0,0.0,11.11,11.11,3.7,0.0,3.7,3.7,3.7,11.11,3.7,3.7,3.7,0.0
17.65,0.0,2.94,5.88,0.0,0.0,0.0,0.0,26.47,2.94,0.0,0.0,23.53,2.94,8.82,5.88,0.0,2.94,0.0,0.0
0.0,0.0,8.33,0.0,0.0,8.33,0.0,8.33,0.0,0.0,0.0,0.0,16.67,0.0,8.33,50.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.67,0.0,0.0,50.0,0.0,16.67,0.0,0.0,16.67,0.0,0.0
0.0,0.0,0.0,16.67,0.0,0.0,0.0,0.0,0.0,16.67,0.0,0.0,50.0,0.0,0.0,0.0,0.0,16.67,0.0,0.0
10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,20.0,0.0,0.0,5.0,0.0,5.0,0.0,5.0,10.0,5.0,0.0
10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,20.0,0.0,0.0,5.0,0.0,5.0,0.0,5.0,10.0,5.0,0.0
10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,20.0,0.0,0.0,5.0,0.0,5.0,0.0,5.0,10.0,5.0,0.0
13.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.18,18.18,0.0,4.55,0.0,4.55,27.27,0.0,4.55,4.55,4.55,0.0
0.0,7.14,0.0,0.0,0.0,7.14,0.0,0.0,14.29,0.0,0.0,0.0,14.29,14.29,42.86,0.0,0.0,0.0,0.0,0.0
4.55,4.55,0.0,0.0,4.55,4.55,0.0,4.55,0.0,9.09,4.55,0.0,9.09,0.0,31.82,0.0,4.55,18.18,0.0,0.0
0.0,0.0,0.0,9.09,0.0,9.09,0.0,0.0,54.55,9.09,0.0,0.0,0.0,0.0,18.18,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,5.56,16.67,0.0,0.0,0.0,5.56,0.0,0.0,0.0,0.0,33.33,22.22,11.11,0.0,0.0,5.56
11.76,0.0,0.0,0.0,0.0,17.65,0.0,0.0,0.0,17.65,0.0,0.0,0.0,0.0,35.29,0.0,0.0,5.88,5.88,5.88
0.0,0.0,0.0,0.0,6.25,0.0,6.25,12.5,25.0,0.0,6.25,6.25,0.0,6.25,18.75,0.0,0.0,0.0,12.5,0.0
0.0,0.0,0.0,0.0,0.0,8.33,8.33,8.33,8.33,16.67,0.0,16.67,8.33,8.33,0.0,8.33,8.33,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,16.67,0.0,0.0,16.67,0.0,0.0,50.0,0.0,0.0,0.0,0.0,16.67,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.67,16.67,0.0,0.0,50.0,0.0,0.0,0.0,0.0,16.67,0.0,0.0
0.0,7.14,0.0,0.0,0.0,28.57,7.14,0.0,35.71,0.0,0.0,0.0,0.0,7.14,0.0,7.14,0.0,0.0,0.0,7.14
0.0,7.14,0.0,0.0,0.0,28.57,0.0,7.14,35.71,0.0,0.0,0.0,0.0,7.14,0.0,7.14,0.0,0.0,0.0,7.14
18.75,0.0,0.0,0.0,6.25,0.0,0.0,12.5,18.75,6.25,0.0,0.0,0.0,0.0,12.5,0.0,6.25,6.25,6.25,6.25
11.76,0.0,0.0,0.0,5.88,11.76,0.0,11.76,17.65,11.76,0.0,0.0,5.88,0.0,11.76,0.0,0.0,5.88,5.88,0.0
0.0,0.0,0.0,0.0,4.35,0.0,8.7,13.04,17.39,17.39,0.0,4.35,0.0,4.35,13.04,4.35,0.0,0.0,13.04,0.0
0.0,0.0,0.0,0.0,30.77,7.69,7.69,0.0,0.0,7.69,0.0,0.0,23.08,7.69,0.0,0.0,0.0,7.69,0.0,7.69
0.0,0.0,0.0,0.0,0.0,15.38,15.38,0.0,0.0,7.69,0.0,0.0,23.08,7.69,7.69,7.69,7.69,0.0,7.69,0.0
46.67,0.0,0.0,23.33,0.0,0.0,3.33,0.0,0.0,23.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.33,0.0
10.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,45.0,0.0,0.0,0.0,0.0,25.0,5.0,0.0,0.0,5.0,0.0
4.35,4.35,4.35,8.7,0.0,4.35,0.0,0.0,0.0,8.7,0.0,0.0,0.0,8.7,43.48,8.7,0.0,0.0,0.0,4.35
0.0,5.88,0.0,11.76,0.0,0.0,0.0,0.0,23.53,0.0,0.0,0.0,0.0,0.0,47.06,11.76,0.0,0.0,0.0,0.0
0.0,5.26,5.26,0.0,0.0,5.26,5.26,0.0,10.53,10.53,0.0,0.0,5.26,0.0,26.32,0.0,5.26,21.05,0.0,0.0
0.0,0.0,9.09,0.0,0.0,0.0,0.0,27.27,18.18,9.09,9.09,0.0,0.0,0.0,9.09,9.09,0.0,0.0,0.0,9.09
8.33,0.0,0.0,0.0,0.0,0.0,8.33,25.0,16.67,8.33,8.33,0.0,0.0,0.0,8.33,8.33,0.0,0.0,0.0,8.33
16.67,0.0,0.0,0.0,0.0,0.0,8.33,25.0,16.67,0.0,8.33,0.0,0.0,0.0,8.33,8.33,0.0,0.0,0.0,8.33
16.67,0.0,0.0,0.0,8.33,0.0,8.33,25.0,16.67,0.0,8.33,0.0,0.0,0.0,8.33,8.33,0.0,0.0,0.0,0.0
8.33,0.0,0.0,0.0,8.33,0.0,8.33,25.0,16.67,8.33,8.33,0.0,0.0,0.0,8.33,8.33,0.0,0.0,0.0,0.0
25.0,0.0,0.0,0.0,8.33,0.0,8.33,16.67,16.67,0.0,8.33,0.0,0.0,0.0,8.33,8.33,0.0,0.0,0.0,0.0
16.67,0.0,0.0,0.0,16.67,0.0,8.33,25.0,16.67,0.0,0.0,0.0,0.0,0.0,8.33,8.33,0.0,0.0,0.0,0.0
16.67,0.0,0.0,0.0,8.33,0.0,8.33,25.0,16.67,8.33,0.0,0.0,0.0,0.0,8.33,8.33,0.0,0.0,0.0,0.0
16.67,0.0,0.0,0.0,8.33,0.0,8.33,25.0,16.67,0.0,0.0,0.0,0.0,0.0,8.33,8.33,0.0,0.0,8.33,0.0
25.0,0.0,0.0,0.0,8.33,0.0,8.33,16.67,16.67,0.0,0.0,0.0,0.0,0.0,8.33,8.33,0.0,0.0,8.33,0.0
8.33,0.0,0.0,0.0,8.33,0.0,8.33,25.0,16.67,8.33,0.0,0.0,0.0,0.0,8.33,8.33,0.0,0.0,8.33,0.0
16.67,0.0,0.0,0.0,8.33,0.0,8.33,25.0,16.67,0.0,8.33,0.0,0.0,0.0,8.33,0.0,0.0,0.0,0.0,8.33
16.67,0.0,0.0,0.0,8.33,0.0,8.33,25.0,16.67,0.0,0.0,0.0,0.0,0.0,8.33,0.0,0.0,0.0,8.33,8.33
16.67,0.0,0.0,0.0,8.33,0.0,8.33,25.0,16.67,0.0,8.33,0.0,0.0,0.0,8.33,0.0,8.33,0.0,0.0,0.0
16.67,0.0,0.0,0.0,8.33,0.0,8.33,25.0,16.67,0.0,0.0,0.0,0.0,0.0,8.33,0.0,8.33,0.0,8.33,0.0
16.67,0.0,0.0,0.0,8.33,0.0,8.33,25.0,25.0,0.0,8.33,0.0,0.0,0.0,0.0,8.33,0.0,0.0,0.0,0.0
16.67,0.0,0.0,0.0,8.33,0.0,8.33,25.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,8.33,0.0,0.0,8.33,0.0
25.0,0.0,0.0,0.0,8.33,0.0,8.33,25.0,16.67,0.0,8.33,0.0,0.0,0.0,0.0,8.33,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,8.33,0.0,8.33,33.33,16.67,16.67,0.0,0.0,0.0,0.0,8.33,8.33,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,8.33,0.0,8.33,33.33,16.67,8.33,8.33,0.0,0.0,0.0,8.33,8.33,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,8.33,0.0,8.33,33.33,0.0,16.67,0.0,0.0,0.0,0.0,25.0,8.33,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,8.33,0.0,25.0,33.33,0.0,16.67,0.0,0.0,0.0,0.0,8.33,8.33,0.0,0.0,0.0,0.0
25.0,0.0,0.0,0.0,8.33,0.0,8.33,25.0,16.67,8.33,0.0,0.0,0.0,0.0,0.0,8.33,0.0,0.0,0.0,0.0
8.33,0.0,0.0,0.0,8.33,0.0,8.33,33.33,16.67,16.67,0.0,0.0,0.0,0.0,0.0,8.33,0.0,0.0,0.0,0.0
0.0,5.0,0.0,0.0,10.0,5.0,10.0,20.0,0.0,15.0,0.0,0.0,0.0,10.0,20.0,5.0,0.0,0.0,0.0,0.0
9.09,0.0,4.55,4.55,9.09,4.55,4.55,18.18,0.0,13.64,0.0,0.0,0.0,9.09,9.09,0.0,4.55,4.55,4.55,0.0
0.0,0.0,0.0,0.0,0.0,13.04,4.35,0.0,8.7,4.35,0.0,0.0,4.35,0.0,56.52,0.0,4.35,0.0,0.0,4.35
10.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,5.0,35.0,0.0,0.0,0.0,0.0,20.0,5.0,0.0,0.0,20.0,0.0
9.52,0.0,0.0,0.0,0.0,4.76,0.0,0.0,14.29,23.81,0.0,0.0,0.0,0.0,19.05,4.76,0.0,4.76,19.05,0.0
5.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,15.0,25.0,0.0,0.0,0.0,0.0,20.0,5.0,0.0,5.0,15.0,0.0
5.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,20.0,20.0,0.0,0.0,0.0,0.0,20.0,5.0,0.0,5.0,15.0,0.0
9.52,0.0,0.0,0.0,0.0,4.76,0.0,0.0,14.29,23.81,0.0,0.0,0.0,0.0,14.29,4.76,0.0,4.76,23.81,0.0
9.52,0.0,0.0,0.0,0.0,4.76,0.0,0.0,14.29,19.05,0.0,0.0,0.0,0.0,19.05,9.52,0.0,4.76,19.05,0.0
9.52,0.0,0.0,0.0,0.0,4.76,0.0,0.0,19.05,19.05,0.0,0.0,0.0,0.0,19.05,4.76,0.0,4.76,19.05,0.0
3.7,0.0,0.0,0.0,0.0,3.7,0.0,0.0,14.81,25.93,0.0,0.0,3.7,3.7,18.52,7.41,0.0,3.7,14.81,0.0
45.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.09,0.0,45.45,0.0,0.0,0.0,0.0,0.0
36.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.09,0.0,45.45,0.0,0.0,0.0,0.0,9.09
45.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.45,0.0,0.0,0.0,0.0,9.09
36.36,0.0,0.0,0.0,0.0,9.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.45,0.0,0.0,0.0,0.0,9.09
36.36,0.0,0.0,9.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.45,0.0,0.0,0.0,0.0,9.09
27.27,0.0,0.0,18.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.45,0.0,0.0,0.0,0.0,9.09
36.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.09,0.0,0.0,0.0,0.0,0.0,45.45,0.0,0.0,0.0,0.0,9.09
36.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.09,0.0,0.0,0.0,0.0,0.0,45.45,0.0,0.0,0.0,0.0,9.09
27.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.18,0.0,0.0,0.0,0.0,0.0,45.45,0.0,0.0,0.0,0.0,9.09
27.27,0.0,0.0,0.0,0.0,9.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.55,0.0,0.0,0.0,0.0,9.09
18.18,0.0,0.0,0.0,0.0,9.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.64,0.0,0.0,0.0,0.0,9.09
9.09,0.0,0.0,0.0,0.0,9.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.73,0.0,0.0,0.0,0.0,9.09
0.0,0.0,0.0,0.0,0.0,9.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.82,0.0,0.0,0.0,0.0,9.09
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.91,0.0,0.0,0.0,0.0,9.09
0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.82,17.65,8.82,0.0,0.0,20.59,0.0,5.88,2.94,2.94,0.0,2.94,5.88,0.0,8.82,8.82,0.0,2.94,0.0,2.94
5.88,17.65,8.82,0.0,0.0,20.59,0.0,5.88,5.88,2.94,0.0,2.94,5.88,0.0,8.82,8.82,0.0,2.94,0.0,2.94
5.88,17.65,8.82,0.0,0.0,20.59,0.0,5.88,5.88,2.94,0.0,2.94,5.88,0.0,8.82,8.82,0.0,2.94,0.0,2.94
5.88,17.65,8.82,0.0,0.0,20.59,0.0,5.88,5.88,2.94,0.0,2.94,5.88,0.0,8.82,8.82,0.0,2.94,0.0,2.94
0.0,20.69,0.0,3.45,0.0,17.24,0.0,0.0,3.45,3.45,0.0,6.9,10.34,0.0,3.45,3.45,13.79,10.34,3.45,0.0
0.0,20.69,0.0,3.45,0.0,17.24,0.0,0.0,3.45,3.45,0.0,6.9,10.34,0.0,3.45,3.45,17.24,6.9,3.45,0.0
9.09,0.0,3.03,0.0,6.06,6.06,0.0,12.12,12.12,0.0,3.03,6.06,0.0,6.06,18.18,3.03,6.06,0.0,6.06,3.03
10.0,0.0,3.33,0.0,3.33,10.0,0.0,6.67,6.67,0.0,0.0,3.33,6.67,6.67,30.0,3.33,6.67,0.0,0.0,3.33
21.05,0.0,2.63,0.0,2.63,10.53,0.0,10.53,10.53,15.79,0.0,5.26,0.0,0.0,7.89,2.63,5.26,0.0,0.0,5.26
10.71,0.0,3.57,0.0,3.57,7.14,0.0,7.14,0.0,0.0,0.0,3.57,0.0,0.0,50.0,3.57,7.14,0.0,0.0,3.57
30.0,5.0,0.0,0.0,0.0,5.0,0.0,0.0,25.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
45.71,0.0,0.0,0.0,0.0,8.57,0.0,0.0,34.29,0.0,0.0,0.0,0.0,0.0,11.43,0.0,0.0,0.0,0.0,0.0
5.26,5.26,0.0,5.26,0.0,5.26,0.0,0.0,0.0,0.0,0.0,5.26,0.0,10.53,52.63,0.0,5.26,0.0,5.26,0.0
0.0,5.88,0.0,0.0,0.0,5.88,0.0,0.0,0.0,0.0,0.0,11.76,0.0,0.0,64.71,0.0,5.88,5.88,0.0,0.0
23.81,4.76,0.0,0.0,0.0,4.76,0.0,0.0,4.76,0.0,4.76,4.76,0.0,4.76,33.33,0.0,9.52,0.0,4.76,0.0
6.67,6.67,0.0,0.0,0.0,6.67,0.0,0.0,0.0,0.0,0.0,6.67,0.0,6.67,53.33,0.0,13.33,0.0,0.0,0.0
13.33,3.33,0.0,6.67,0.0,3.33,0.0,10.0,16.67,3.33,3.33,3.33,0.0,0.0,30.0,6.67,0.0,0.0,0.0,0.0
10.71,3.57,3.57,7.14,0.0,3.57,0.0,3.57,10.71,3.57,3.57,7.14,0.0,0.0,32.14,3.57,7.14,0.0,0.0,0.0
0.0,12.5,0.0,0.0,0.0,0.0,0.0,0.0,6.25,0.0,0.0,6.25,0.0,6.25,68.75,0.0,0.0,0.0,0.0,0.0
16.0,0.0,0.0,0.0,4.0,12.0,0.0,4.0,8.0,12.0,0.0,0.0,0.0,4.0,28.0,0.0,4.0,0.0,4.0,4.0
16.0,0.0,0.0,0.0,4.0,12.0,0.0,4.0,8.0,12.0,0.0,0.0,0.0,4.0,28.0,0.0,4.0,0.0,4.0,4.0
17.39,0.0,0.0,0.0,0.0,8.7,0.0,4.35,8.7,13.04,0.0,0.0,0.0,4.35,30.43,0.0,4.35,0.0,4.35,4.35
17.39,0.0,0.0,0.0,0.0,8.7,0.0,0.0,26.09,17.39,0.0,0.0,0.0,0.0,30.43,0.0,0.0,0.0,0.0,0.0
17.39,0.0,0.0,0.0,0.0,8.7,0.0,0.0,26.09,17.39,0.0,0.0,0.0,0.0,30.43,0.0,0.0,0.0,0.0,0.0
16.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,32.0,16.0,0.0,0.0,4.0,4.0,24.0,0.0,0.0,0.0,0.0,0.0
16.67,4.17,0.0,0.0,0.0,0.0,0.0,0.0,29.17,16.67,0.0,12.5,0.0,4.17,8.33,0.0,0.0,0.0,4.17,4.17
6.67,0.0,0.0,0.0,0.0,0.0,13.33,10.0,6.67,10.0,3.33,6.67,10.0,16.67,13.33,3.33,0.0,0.0,0.0,0.0
6.45,3.23,0.0,0.0,0.0,0.0,12.9,9.68,6.45,9.68,3.23,6.45,9.68,16.13,12.9,3.23,0.0,0.0,0.0,0.0
0.0,0.0,9.09,0.0,0.0,9.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.82,0.0,0.0,0.0,0.0,0.0
0.0,4.55,0.0,13.64,0.0,0.0,0.0,0.0,22.73,0.0,0.0,0.0,4.55,4.55,4.55,4.55,13.64,4.55,22.73,0.0
10.71,0.0,21.43,0.0,0.0,10.71,0.0,0.0,7.14,10.71,7.14,0.0,3.57,3.57,0.0,7.14,7.14,7.14,0.0,3.57
9.52,4.76,0.0,0.0,0.0,9.52,28.57,9.52,0.0,28.57,0.0,4.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.76
10.0,0.0,0.0,0.0,0.0,10.0,0.0,10.0,20.0,40.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
0.0,0.0,0.0,0.0,0.0,0.0,57.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.86,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,11.11,5.56,0.0,0.0,27.78,16.67,5.56,0.0,5.56,11.11,5.56,0.0,0.0,5.56,5.56,0.0
4.55,9.09,0.0,0.0,4.55,4.55,0.0,4.55,13.64,0.0,4.55,4.55,9.09,9.09,18.18,4.55,0.0,9.09,0.0,0.0
4.55,9.09,0.0,0.0,4.55,4.55,0.0,4.55,13.64,0.0,4.55,4.55,9.09,4.55,18.18,4.55,0.0,9.09,4.55,0.0
4.55,9.09,0.0,0.0,4.55,4.55,0.0,4.55,13.64,0.0,0.0,4.55,9.09,9.09,18.18,4.55,0.0,9.09,4.55,0.0
4.55,9.09,0.0,0.0,4.55,4.55,0.0,4.55,13.64,0.0,4.55,4.55,4.55,9.09,18.18,4.55,0.0,9.09,4.55,0.0
0.0,9.09,0.0,0.0,4.55,4.55,0.0,4.55,13.64,0.0,4.55,4.55,9.09,9.09,22.73,4.55,0.0,4.55,4.55,0.0
4.55,9.09,0.0,0.0,4.55,4.55,0.0,4.55,13.64,0.0,4.55,4.55,9.09,9.09,13.64,4.55,0.0,9.09,4.55,0.0
4.55,9.09,0.0,0.0,4.55,4.55,0.0,4.55,13.64,0.0,4.55,4.55,9.09,9.09,13.64,4.55,0.0,9.09,4.55,0.0
4.55,9.09,0.0,0.0,4.55,4.55,0.0,4.55,13.64,0.0,4.55,4.55,9.09,9.09,18.18,4.55,0.0,4.55,4.55,0.0
4.55,9.09,0.0,0.0,4.55,4.55,0.0,4.55,13.64,0.0,4.55,4.55,4.55,9.09,18.18,4.55,0.0,9.09,4.55,0.0
0.0,9.09,0.0,0.0,4.55,4.55,0.0,4.55,13.64,0.0,0.0,4.55,4.55,4.55,36.36,0.0,0.0,9.09,4.55,0.0
0.0,0.0,0.0,0.0,4.55,4.55,0.0,4.55,13.64,0.0,4.55,4.55,4.55,4.55,36.36,4.55,0.0,9.09,4.55,0.0
0.0,9.09,0.0,0.0,4.55,4.55,0.0,4.55,0.0,0.0,4.55,4.55,9.09,9.09,31.82,4.55,0.0,9.09,4.55,0.0
0.0,9.09,0.0,0.0,4.55,4.55,0.0,4.55,31.82,0.0,4.55,4.55,9.09,9.09,0.0,4.55,0.0,9.09,4.55,0.0
0.0,0.0,8.33,0.0,0.0,16.67,0.0,0.0,0.0,0.0,0.0,0.0,16.67,0.0,41.67,16.67,0.0,0.0,0.0,0.0
0.0,0.0,4.17,0.0,0.0,8.33,0.0,0.0,33.33,0.0,0.0,0.0,12.5,0.0,29.17,12.5,0.0,0.0,0.0,0.0
0.0,0.0,4.17,0.0,0.0,20.83,0.0,0.0,33.33,0.0,0.0,0.0,12.5,0.0,29.17,0.0,0.0,0.0,0.0,0.0
9.09,0.0,0.0,0.0,0.0,9.09,0.0,0.0,0.0,0.0,0.0,0.0,9.09,0.0,54.55,0.0,0.0,9.09,0.0,9.09
12.9,3.23,0.0,0.0,3.23,0.0,0.0,6.45,32.26,12.9,3.23,3.23,0.0,6.45,9.68,0.0,0.0,0.0,6.45,0.0
0.0,10.0,0.0,0.0,5.0,0.0,20.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,45.0,0.0,0.0,0.0,5.0,5.0
0.0,10.0,0.0,0.0,5.0,0.0,20.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,45.0,0.0,0.0,0.0,5.0,5.0
0.0,0.0,13.33,13.33,6.67,13.33,0.0,6.67,0.0,13.33,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,13.33
13.73,0.0,0.0,1.96,3.92,9.8,0.0,3.92,15.69,11.76,3.92,5.88,7.84,9.8,1.96,0.0,0.0,5.88,0.0,3.92
3.12,0.0,0.0,3.12,0.0,0.0,3.12,0.0,15.62,9.38,0.0,0.0,3.12,12.5,25.0,6.25,9.38,6.25,0.0,3.12
5.41,0.0,0.0,2.7,5.41,8.11,0.0,0.0,10.81,0.0,5.41,5.41,10.81,13.51,21.62,0.0,0.0,8.11,0.0,2.7
4.35,0.0,0.0,34.78,0.0,8.7,0.0,0.0,0.0,8.7,0.0,4.35,4.35,0.0,34.78,0.0,0.0,0.0,0.0,0.0
0.0,5.26,0.0,0.0,5.26,26.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.11,21.05,0.0,0.0,0.0,0.0
0.0,5.26,0.0,0.0,0.0,31.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.11,21.05,0.0,0.0,0.0,0.0
0.0,3.7,0.0,0.0,7.41,18.52,0.0,7.41,14.81,0.0,3.7,3.7,0.0,7.41,11.11,14.81,0.0,0.0,7.41,0.0
0.0,3.7,0.0,0.0,3.7,22.22,0.0,7.41,14.81,0.0,3.7,3.7,0.0,7.41,11.11,14.81,0.0,0.0,7.41,0.0
15.62,3.12,0.0,0.0,3.12,21.88,0.0,6.25,12.5,18.75,0.0,3.12,0.0,0.0,0.0,12.5,0.0,0.0,0.0,3.12
15.62,3.12,0.0,0.0,0.0,25.0,0.0,6.25,12.5,18.75,0.0,3.12,0.0,0.0,0.0,12.5,0.0,0.0,0.0,3.12
0.0,6.67,6.67,3.33,6.67,10.0,6.67,0.0,10.0,3.33,0.0,0.0,3.33,10.0,20.0,6.67,3.33,3.33,0.0,0.0
0.0,3.57,7.14,3.57,7.14,3.57,7.14,0.0,14.29,3.57,0.0,0.0,3.57,10.71,21.43,7.14,3.57,3.57,0.0,0.0
0.0,0.0,0.0,0.0,0.0,23.53,0.0,0.0,0.0,23.53,0.0,0.0,0.0,0.0,52.94,0.0,0.0,0.0,0.0,0.0
0.0,5.88,0.0,0.0,0.0,17.65,0.0,0.0,0.0,23.53,0.0,0.0,0.0,0.0,52.94,0.0,0.0,0.0,0.0,0.0
7.69,0.0,0.0,0.0,0.0,0.0,0.0,23.08,7.69,23.08,7.69,0.0,0.0,0.0,30.77,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,11.11,0.0,0.0,25.93,37.04,0.0,0.0,0.0,3.7,22.22,0.0,0.0,0.0,0.0,0.0
18.52,0.0,0.0,0.0,7.41,7.41,0.0,0.0,14.81,22.22,3.7,0.0,3.7,3.7,3.7,7.41,0.0,3.7,3.7,0.0
10.71,0.0,0.0,0.0,10.71,7.14,0.0,10.71,7.14,17.86,3.57,0.0,7.14,0.0,7.14,0.0,10.71,3.57,3.57,0.0
2.86,0.0,0.0,2.86,2.86,8.57,0.0,11.43,14.29,11.43,2.86,8.57,0.0,0.0,22.86,2.86,2.86,2.86,2.86,0.0
5.0,5.0,0.0,5.0,0.0,10.0,0.0,10.0,10.0,10.0,0.0,0.0,0.0,5.0,30.0,0.0,5.0,5.0,0.0,0.0
5.0,5.0,0.0,5.0,0.0,10.0,0.0,10.0,40.0,10.0,0.0,0.0,0.0,5.0,0.0,0.0,5.0,5.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,36.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.55,0.0,0.0,0.0,0.0,9.09
0.0,0.0,0.0,28.89,2.22,26.67,26.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.33,0.0,0.0,0.0,0.0,2.22
0.0,0.0,0.0,28.89,2.22,26.67,26.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.33,0.0,0.0,0.0,0.0,2.22
0.0,0.0,0.0,30.95,2.38,14.29,28.57,0.0,4.76,0.0,0.0,0.0,0.0,2.38,14.29,0.0,0.0,0.0,0.0,2.38
0.0,0.0,0.0,5.0,0.0,10.0,0.0,0.0,15.0,15.0,0.0,0.0,0.0,5.0,30.0,0.0,0.0,10.0,5.0,5.0
0.0,0.0,0.0,5.56,0.0,11.11,0.0,0.0,11.11,11.11,0.0,0.0,0.0,5.56,33.33,0.0,0.0,11.11,5.56,5.56
0.0,0.0,0.0,6.67,0.0,6.67,0.0,0.0,13.33,6.67,0.0,0.0,0.0,6.67,40.0,0.0,0.0,6.67,6.67,6.67
0.0,0.0,0.0,7.69,0.0,7.69,0.0,0.0,15.38,0.0,0.0,0.0,0.0,7.69,46.15,0.0,0.0,0.0,7.69,7.69
5.88,0.0,0.0,5.88,0.0,5.88,0.0,0.0,11.76,5.88,0.0,0.0,0.0,5.88,35.29,0.0,0.0,11.76,5.88,5.88
5.88,0.0,0.0,5.88,0.0,5.88,0.0,0.0,11.76,5.88,0.0,0.0,0.0,5.88,35.29,0.0,0.0,11.76,5.88,5.88
11.76,0.0,0.0,5.88,0.0,5.88,0.0,0.0,11.76,0.0,0.0,0.0,0.0,5.88,35.29,0.0,0.0,11.76,5.88,5.88
5.88,5.88,0.0,0.0,5.88,11.76,5.88,0.0,23.53,35.29,0.0,0.0,0.0,0.0,5.88,0.0,0.0,0.0,0.0,0.0
5.88,5.88,0.0,5.88,5.88,11.76,5.88,0.0,23.53,35.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11.76,5.88,0.0,0.0,0.0,11.76,5.88,0.0,23.53,35.29,0.0,0.0,0.0,0.0,5.88,0.0,0.0,0.0,0.0,0.0
